"congress_account_id","id","thomas_id","chamber","api_uri","first_name","middle_name","last_name","party","twitter_account","facebook_account","facebook_id","url","rss_url","domain","dw_nominate","ideal_point","seniority","next_election","state","missed_votes_pct","votes_with_party_pct","district","stdis","congress_account","description","statusesCount","followersCount","favoritesCount","friendsCount","personal_url","name","created","protected","verified","screenName","location","listedCount","followRequestSent","profileImageUrl"
"1055730738","L000579","2111","House","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000579.json","Alan",NA,"Lowenthal","D","RepLowenthal","RepLowenthal","392631677490897","http://lowenthal.house.gov/","http://lowenthal.house.gov/news/rss.aspx","lowenthal.house.gov","-0.524","-1.666583044","2",NA,"CA","1.18","94.44","47","CA47","replowenthal","Proudly serving California's 47th Congressional District. http://t.co/pHmhAyCM6J",703,2906,0,2057,"http://t.co/0MV3JJn9EM","Rep. Alan Lowenthal",2013-01-02 18:11:33,FALSE,TRUE,"RepLowenthal","Long Beach, CA",234,FALSE,"http://pbs.twimg.com/profile_images/378800000105810048/989ed81ba69b4beb67b9c3b0ac72d41b_normal.jpeg"
"1055907624","K000379","2172","House","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000379.json","Joseph","P.","Kennedy III","D","RepJoeKennedy","301936109927957","301936109927957","http://kennedy.house.gov/","http://kennedy.house.gov/rss.xml","kennedy.house.gov","-0.472","-1.482317161","2",NA,"MA","1.96","95.07","4","MA4","repjoekennedy","Official Twitter account of Congressman Joe Kennedy III, representing Massachusetts' 4th Congressional District.",883,9648,0,110,"http://t.co/a9JpcTCQqQ","Rep. Joe Kennedy III",2013-01-02 19:33:36,FALSE,TRUE,"RepJoeKennedy","",339,FALSE,"http://pbs.twimg.com/profile_images/3284421002/9dc5a8d1830d7285decc0d2afe734905_normal.jpeg"
"1057859527","M001171","1943","House","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001171.json","Dan",NA,"Maffei","D","RepDanMaffei","RepMaffei","470842942980263","http://maffei.house.gov/","http://maffei.house.gov/rss.xml","maffei.house.gov","-0.179","-0.390161494","2",NA,"NY","1.18","77.51","24","NY24","repdanmaffei","The official Twitter account of Rep. Dan Maffei. Representing New York's 24th Congressional District which includes, Onondaga, Cayuga, Oswego & Wayne Counties.",456,2119,0,8,"http://t.co/wIWdcRak","Rep. Dan Maffei",2013-01-03 13:59:34,FALSE,TRUE,"RepDanMaffei","",174,FALSE,"http://pbs.twimg.com/profile_images/3059715335/960c3db578dfa257814610278d920aee_normal.jpeg"
"1058051748","W000814","2161","House","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000814.json","Randy",NA,"Weber","R","TXRandy14","TXRandy14","128891177274584","http://weber.house.gov/","http://weber.house.gov/rss.xml","weber.house.gov","0.918","1.741918157","2",NA,"TX","0.65","93.03","14","TX14","txrandy14","Representative for the 14th Congressional District of Texas.  http://t.co/3YiUH4dPNE | Instagram: TXRandy14",784,2611,12,167,"http://t.co/8FFRq13svl","Randy Weber",2013-01-03 15:30:06,FALSE,TRUE,"TXRandy14","Friendswood, TX",201,FALSE,"http://pbs.twimg.com/profile_images/3060171248/70b44b40540a1bdeee9e49f6a3302456_normal.jpeg"
"1058256326","C001092","2151","House","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001092.json","Chris",NA,"Collins","R","RepChrisCollins","RepChrisCollins","467047586692268","http://chriscollins.house.gov/","http://chriscollins.house.gov/rss.xml","chriscollins.house.gov","0.527","0.744530571","2",NA,"NY","3.14","96.76","27","NY27","repchriscollins","Proud to represent New York’s 27th Congressional District.  Focused on less spending in Washington and more jobs in America.",1578,2232,7,86,"http://t.co/DyQsoHnavE","Rep. Chris Collins",2013-01-03 16:55:01,FALSE,TRUE,"RepChrisCollins","",174,FALSE,"http://pbs.twimg.com/profile_images/423193794947715072/vxw8ovyb_normal.jpeg"
"1058345042","R000597","2160","House","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000597.json","Tom",NA,"Rice","R","RepTomRice","reptomrice","403403083083104","http://rice.house.gov/","http://rice.house.gov/rss.xml","rice.house.gov","0.797","0.972154964","2",NA,"SC","2.88","95.15","7","SC7","reptomrice","Proudly representing South Carolina's 7th Congressional District.",307,2758,0,221,"http://t.co/S6o0ATa6","Congressman Tom Rice",2013-01-03 17:35:05,FALSE,TRUE,"RepTomRice","",197,FALSE,"http://pbs.twimg.com/profile_images/3087214605/bd94115eb4cbc13f474eea2d678e6372_normal.jpeg"
"1058460818","H001065","2143","House","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001065.json","George",NA,"Holding","R","RepHolding","CongressmanGeorgeHolding","384164668340890","http://holding.house.gov/","http://holding.house.gov/rss.xml","holding.house.gov","0.886","1.371052295","2",NA,"NC","1.83","93.21","13","NC13","repholding","Official Twitter account for Congressman George Holding, representing North Carolina's 13th Congressional District.",320,2685,0,261,"http://t.co/zH2CxxmUzu"," George Holding",2013-01-03 18:27:36,FALSE,TRUE,"RepHolding","",222,FALSE,"http://pbs.twimg.com/profile_images/3150091370/d56a137e58b7041e23d74c676f4d5c39_normal.jpeg"
"1058520120","D000622","2123","House","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000622.json","Tammy",NA,"Duckworth","D","repduckworth","CongresswomanTammyDuckworth","112300955610529","http://duckworth.house.gov/","http://duckworth.house.gov/rss.xml","duckworth.house.gov","-0.274","-0.680333034","2",NA,"IL","1.83","88.55","8","IL8","repduckworth","Official Twitter account for Tammy Duckworth's congressional office. Posts by staff unless signed - TD. For more information, visit",697,6020,9,2080,"http://t.co/P41iF0yw","Tammy Duckworth",2013-01-03 18:59:33,FALSE,TRUE,"RepDuckworth","",293,FALSE,"http://pbs.twimg.com/profile_images/3061388097/81482e05779aa0b099d86ebb83df18c3_normal.jpeg"
"1058717720","K000382","2145","House","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000382.json","Ann","McLane","Kuster","D","RepAnnieKuster","CongresswomanAnnieKuster","115543081952049","http://kuster.house.gov/","http://kuster.house.gov/rss.xml","kuster.house.gov","-0.309","-0.809751913","2",NA,"NH","1.70","93.75","2","NH2","repanniekuster","Honored to serve the people of New Hampshire’s Second District in Congress.",784,5234,21,7784,"http://t.co/1ApjVskz3y","Ann McLane Kuster",2013-01-03 20:29:22,FALSE,TRUE,"RepAnnieKuster","NH's 2nd District",267,FALSE,"http://pbs.twimg.com/profile_images/378800000613548009/634270ae77eef7c27656752dae94acbc_normal.jpeg"
"1058807868","D000621","2116","House","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000621.json","Ron",NA,"DeSantis","R","RepDeSantis","RepDeSantis","464253846966014","http://desantis.house.gov/","http://desantis.house.gov/rss.xml","desantis.house.gov","0.913","1.090701474","2",NA,"FL","0.39","92.78","6","FL6","repdesantis","The Official Twitter account for Congressman DeSantis. Proudly representing Florida's 6th District. Stay connected through Facebook at http://t.co/WKpKHHXK!",1107,4613,28,1422,"http://t.co/4sM6hwE6","Ron DeSantis",2013-01-03 21:20:17,FALSE,TRUE,"RepDeSantis","427 Cannon",324,FALSE,"http://pbs.twimg.com/profile_images/3117010951/c752457942317fd0ba6f44dbe722964a_normal.jpeg"
"1058917562","K000381","2169","House","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000381.json","Derek",NA,"Kilmer","D","RepDerekKilmer","derek.kilmer","450819048314124","http://kilmer.house.gov/","http://kilmer.house.gov/rss.xml","kilmer.house.gov","-0.282","-0.748348146","2",NA,"WA","0.00","88.89","6","WA6","repderekkilmer","Representing Washington's 6th District in the House of Representatives",274,2528,7,36,"http://t.co/Gxq1ZBnp","Rep. Derek Kilmer",2013-01-03 22:15:02,FALSE,TRUE,"RepDerekKilmer","",190,FALSE,"http://pbs.twimg.com/profile_images/3061515311/fbcaf3a229791fc9d7e1de0a5198a2fb_normal.jpeg"
"1059240924","S000937","1114","House","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S000937.json","Steve",NA,"Stockman","R","SteveStockmanTX","CongressmanStockman","316293171806077","http://stockman.house.gov/","http://stockman.house.gov/rss.xml","stockman.house.gov","0.998","0.97340178","2",NA,"TX","4.84","88.32","36","TX36","steveworks4you","Official Congressional Twitter feed of Steve Stockman, Conservative Republican representing Texas' 36th District. Speaking truth to power.",7438,15794,118,824,"http://t.co/Sk4a0Z9LIs","Rep. Steve Stockman",2013-01-04 01:39:09,FALSE,FALSE,"SteveWorks4You","Clear Lake, Texas",727,FALSE,"http://pbs.twimg.com/profile_images/378800000384867765/63e5e4b35c18369ca3cc556a1a8ec2b5_normal.png"
"1060370282","M001190","2156","House","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001190.json","Markwayne",NA,"Mullin","R","RepMullin","CongressmanMarkwayneMullin","453637624684399","http://mullin.house.gov/","http://mullin.house.gov/rss.xml","mullin.house.gov","0.721","1.02799919","2",NA,"OK","1.31","95.23","2","OK2","repmullin","Congressman Markwayne Mullin (OK-2) serves on the House Transportation and Infrastructure Committee and the Natural Resources Committee.",715,3413,0,1041,"http://t.co/kI4gVUPg","Markwayne Mullin",2013-01-04 12:43:55,FALSE,TRUE,"RepMullin","Oklahoma",220,FALSE,"http://pbs.twimg.com/profile_images/3257725224/b4ec82d25ae6350410a2c2f291b7767f_normal.jpeg"
"1060487274","C001093","2121","House","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001093.json","Doug",NA,"Collins","R","RepDougCollins","RepresentativeDougCollins","505646972800006","http://dougcollins.house.gov/","http://dougcollins.house.gov/rss/press-releases.xml","dougcollins.house.gov","0.93","1.233796945","2",NA,"GA","4.58","92.74","9","GA9","repdougcollins","Representing Georgia's 9th Congressional District. Member of House Judiciary, OGR & Foreign Affairs Committees",900,2533,8,558,"http://t.co/puX4lAK5i5","Doug Collins",2013-01-04 13:43:55,FALSE,FALSE,"RepDougCollins","Gainesville, Georgia",200,FALSE,"http://pbs.twimg.com/profile_images/441354935452438528/U0f-n0Iv_normal.jpeg"
"1060984272","E000293","2114","House","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/E000293.json","Elizabeth",NA,"Esty","D","RepEsty","RepEsty","292076514228382","http://esty.house.gov/","http://esty.house.gov/rss.xml","esty.house.gov","-0.342","-0.880914589","2",NA,"CT","1.57","92.56","5","CT5","repesty","Mom, community advocate, and U.S. Representative for Connecticut's 5th Congressional District. This is the official account for my Congressional office.",738,3361,62,647,"http://t.co/BUc8D5xulA","Elizabeth Esty",2013-01-04 17:36:04,FALSE,TRUE,"RepEsty","Cheshire, CT",219,FALSE,"http://pbs.twimg.com/profile_images/412585925625933824/4ecE7PiO_normal.jpeg"
"1061029050","H001069","2174","Senate","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001069.json","Heidi",NA,"Heitkamp","D","SenatorHeitkamp","SenatorHeidiHeitkamp","501810613175643","http://www.heitkamp.senate.gov","http://www.heitkamp.senate.gov/public/index.cfm/rss/feed","heitkamp.senate.gov","-0.292","-0.347117453","1","2018","ND","3.25","93.56",NA,"NDNA","senatorheitkamp","Official Twitter account for Heidi Heitkamp, United States Senator for #NorthDakota. Learn more on Facebook page: https://t.co/hSRQRgBXdb",1577,7411,19,289,"http://t.co/z0qiRSsXtZ","Sen. Heidi Heitkamp",2013-01-04 17:57:48,FALSE,TRUE,"SenatorHeitkamp","",381,FALSE,"http://pbs.twimg.com/profile_images/378800000138211061/aef8e99f41690526f923dfdd4aff54a8_normal.jpeg"
"1061292174","M001144","1685","House","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001144.json","Jeff",NA,"Miller","R","","RepJeffMiller","66367876671","http://jeffmiller.house.gov/","http://jeffmiller.house.gov/news/rss.aspx","jeffmiller.house.gov","0.875","0.973373576","14","2014","FL","5.36","92.82","1","FL1","repjeffmiller","",66,571,0,16,NA,"Rep. Jeff Miller",2013-01-04 20:01:32,FALSE,FALSE,"RepJeffMiller","",75,FALSE,"http://pbs.twimg.com/profile_images/3627609350/3b12934162b1534e11eab4daf69e51fb_normal.jpeg"
"1061385474","L000580","2146","House","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000580.json","Michelle",NA,"Lujan Grisham","D","replujangrisham","RepLujanGrisham","191640657646128","http://lujangrisham.house.gov/","http://lujangrisham.house.gov/rss.xml","lujangrisham.house.gov","-0.353","-0.793332132","2",NA,"NM","1.18","91.14","1","NM1","replujangrisham","Proudly serving New Mexico's 1st Congressional District. Serving on House Agriculture, Budget and Oversight & Government Reform Committees.",693,3023,0,405,"http://t.co/JTF7ecJNl5","MichelleLujanGrisham",2013-01-04 20:46:03,FALSE,TRUE,"RepLujanGrisham","Albuquerque, NM",188,FALSE,"http://pbs.twimg.com/profile_images/378800000139085550/0d556a14f88ebcaa5ea16f0e2d2a32fe_normal.jpeg"
"10615232","G000386","457","Senate","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000386.json","Charles","E.","Grassley","R","ChuckGrassley","grassley","106480645796","http://www.grassley.senate.gov","http://www.grassley.senate.gov/customcf/rss_feed.cfm?issue=All","","0.501","1.165169765","33","2016","IA","0.00","91.33",NA,"IANA","chuckgrassley","U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. 
Also follow @GrassleyOffice for news releases.",3016,75763,4,14741,"http://t.co/qoyYav3Y3O","ChuckGrassley",2007-11-26 15:17:02,FALSE,TRUE,"ChuckGrassley","Iowa",3461,FALSE,"http://pbs.twimg.com/profile_images/37902202/Official_Portrait__cropped__September_2007_normal.jpg"
"1064206014","G000571","2122","House","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000571.json","Tulsi",NA,"Gabbard","D","tulsipress","RepTulsiGabbard","392284484191405","http://gabbard.house.gov/","http://gabbard.house.gov/rss.xml","gabbard.house.gov","-0.281","-0.701447634","2",NA,"HI","4.31","91.39","2","HI2","tulsipress","Aloha and welcome to the official Twitter page of Congresswoman Tulsi Gabbard (HI-02). Account managed by staff. Tulsi tweets signed TG.",527,3841,16,385,"http://t.co/gMf3nFbm","Rep. Tulsi Gabbard",2013-01-05 22:57:50,FALSE,TRUE,"TulsiPress","",213,FALSE,"http://pbs.twimg.com/profile_images/3599981746/f2ae50b7a68febfe1c960e713e5a0ff4_normal.jpeg"
"1065995022","W000813","2128","House","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000813.json","Jackie",NA,"Walorski","R","RepWalorski","RepJackieWalorski","466876036704525","http://walorski.house.gov/","http://walorski.house.gov/rss.xml","walorski.house.gov","0.597","0.89090361","2",NA,"IN","1.44","96.42","2","IN2","repwalorski","Representing Indiana's Second Congressional District",1200,2733,0,667,"http://t.co/1c3JNm0kJ5","Jackie Walorski",2013-01-06 15:41:40,FALSE,TRUE,"RepWalorski","",230,FALSE,"http://pbs.twimg.com/profile_images/3073698516/4b6a35b98362ceeac03b29fcc016f9ae_normal.jpeg"
"1068470480","E000292","2125","House","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/E000292.json","Bill",NA,"Enyart","D","repbillenyart","527281100637880","527281100637880","http://enyart.house.gov/","http://enyart.house.gov/rss.xml","enyart.house.gov","-0.292","-0.590049806","2",NA,"IL","2.22","88.37","12","IL12","repbillenyart","Proud to serve Southern Illinois workers, small businesses, veterans, and middle class families. Fighting for our Southern Illinois values in Washington.",91,1692,0,11,"http://t.co/pYpRPgl0","Rep. Bill Enyart",2013-01-07 14:42:39,FALSE,TRUE,"RepBillEnyart","Southern IL & D.C. ",175,FALSE,"http://pbs.twimg.com/profile_images/3176052727/3354291476b1b9b52353784f0cfc8a7c_normal.jpeg"
"1068481578","K000383","2185","Senate","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000383.json","Angus",NA,"King","I","SenAngusKing","SenatorAngusSKingJr","142803045874943","http://www.king.senate.gov","http://www.king.senate.gov/rss/feeds/?type=all","king.senate.gov","-0.268","-0.407187545","1","2018","ME","1.08","94.25",NA,"MENA","senangusking","News from the office of Independent U.S. Senator Angus King of Maine. Operated by the Press Team. Following/retweeting does not equal an endorsement.",826,6621,45,298,"http://t.co/i9TZOoGqOm","Senator Angus King",2013-01-07 14:52:27,FALSE,TRUE,"SenAngusKing","",391,FALSE,"http://pbs.twimg.com/profile_images/378800000406004520/c5e846a94969202654cf1ac5fafc3659_normal.jpeg"
"1068499286","H001064","2170","House","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001064.json","Denny",NA,"Heck","D","RepDennyHeck","CongressmanDennyHeck","547907568553615","http://dennyheck.house.gov/","http://dennyheck.house.gov/rss.xml","dennyheck.house.gov","-0.33","-0.900668168","2",NA,"WA","2.35","93.84","10","WA10","repdennyheck","Official Twitter account of Congressman Denny Heck (WA-10). Tweets from Denny are signed -DH; other tweets are from staff.",728,1669,5,0,"http://t.co/Cdh6Xm52","Denny Heck",2013-01-07 14:55:36,FALSE,TRUE,"RepDennyHeck","Olympia, WA",150,FALSE,"http://pbs.twimg.com/profile_images/3077967061/9ab0f12beb1c16b3b54e6704af16843c_normal.jpeg"
"1069124515","L000578","2100","House","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000578.json","Doug",NA,"LaMalfa","R","RepLaMalfa","","","http://lamalfa.house.gov/","http://lamalfa.house.gov/rss.xml","lamalfa.house.gov","0.679","1.019916341","2",NA,"CA","1.05","96.83","1","CA1","replamalfa","Representing California's First District including Siskiyou, Shasta, Tehama, Butte, Glenn, Modoc, Lassen, Plumas, Sierra, Nevada and Placer Counties",167,1392,1,766,"http://t.co/zhUYypSZHQ","Rep. Doug LaMalfa",2013-01-07 20:07:58,FALSE,FALSE,"RepLaMalfa","Northern California",151,FALSE,"http://pbs.twimg.com/profile_images/3343913014/9d0499aa4d25fc62291386e6ae468043_normal.jpeg"
"1071102246","H001068","2101","House","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001068.json","Jared",NA,"Huffman","D","RepHuffman","RepHuffman","200227780116038","http://huffman.house.gov/","http://huffman.house.gov/rss.xml","huffman.house.gov","-0.469","-1.162791057","2",NA,"CA","3.01","93.26","2","CA2","rephuffman","Congressman for California's North Coast. 
On Facebook at http://t.co/Xvh4af3Qid",735,2633,1,554,"http://t.co/1EuZeNQsh6","Rep. Jared Huffman",2013-01-08 14:52:00,FALSE,TRUE,"RepHuffman","",182,FALSE,"http://pbs.twimg.com/profile_images/378800000138289482/7dbfcae0ff60ae8aeccf058aea434c86_normal.jpeg"
"1071402577","F000463","2179","Senate","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000463.json","Deb",NA,"Fischer","R","SenatorFischer","senatordebfischer","531623656856934","http://www.fischer.senate.gov","","fischer.senate.gov","0.559","1.062150544","1","2018","NE","0.00","92.68",NA,"NENA","senatorfischer","U.S. Senator and Cherry County rancher working to bring some Nebraska common sense to Washington",667,7201,0,112,"http://t.co/0O49SY7v","Senator Deb Fischer",2013-01-08 16:49:07,FALSE,TRUE,"SenatorFischer","Washington, D.C.",453,FALSE,"http://pbs.twimg.com/profile_images/3148701774/26b927f13e4569246691c7dc028c0376_normal.jpeg"
"1071840474","S001190","2124","House","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001190.json","Brad",NA,"Schneider","D","RepSchneider","CongressmanBradSchneider","401029529980053","http://schneider.house.gov/","http://schneider.house.gov/rss.xml","schneider.house.gov","-0.196","-0.550353982","2",NA,"IL","3.01","88.41","10","IL10","repschneider","Proud to represent the people of Illinois's 10th Congressional District",695,2538,318,550,"http://t.co/sVfHx7ZP","Rep. Brad Schneider",2013-01-08 19:59:14,FALSE,TRUE,"RepSchneider","Illinois",201,FALSE,"http://pbs.twimg.com/profile_images/3083482784/f26ee35aa027b535f85aa43da1188d02_normal.jpeg"
"1071900114","Y000065","2115","House","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/Y000065.json","Ted",NA,"Yoho","R","RepTedYoho","CongressmanTedYoho","563532937006022","http://yoho.house.gov/","http://yoho.house.gov/rss.xml","yoho.house.gov","0.947","0.911739389","2",NA,"FL","0.78","92.23","3","FL3","reptedyoho","Representing Florida's 3rd Congressional District; large animal veterinarian; conservative business owner; Member of @HFACRepublicans & @HouseAgNews Committees",234,2703,0,326,"http://t.co/1SnsOiv0kl","Ted Yoho",2013-01-08 20:25:18,FALSE,TRUE,"RepTedYoho","",259,FALSE,"http://pbs.twimg.com/profile_images/3083908995/d2f7b2b99b63d01db6a3dbddc0680655_normal.jpeg"
